event_id,year,quarter,date_iso,ordering,title_da,title_en,text_da,text_en,bookmark_title_da,bookmark_title_en,legacy_slug,year_heading_da,year_heading_en,source_id
T0206,1833,4,1833-12-24,28,,,"<p>Julen fejres i Villa Borgheses have tæt ved Amfiteatret. HCA er derude sammen med bl.a. ""Blomstermaler Jensen [...] i varmt Solskin gik vi i Skjorteærmer og bandt Krandse og Guirlander. Et stort Orangetræ med Frugterne paa var vort Juletræ; den største Gevinst, et Sølvbæger, med Indskrift: 'Juleaften i Rom 1833' var jeg den Heldige, der vandt"".<br> HCA, der havde skrevet sangen til selskabet, forlader det tidligt sammen med Thorvaldsen, mens de tilbageværende tager godt indenbords af de våde varer. Herom siger HCA i dagbogen af 26. januar: ""Det meget Landsmandskab er ikke godt. De have heller ikke Interesse for hinanden, Kneipen og Maden er Foreningspunktet"".</p>","<p>Christmas is celebrated in the garden of Villa Borghese, close to the amphitheatre. Amongst others, HCA is there with ""Jensen, the painter of flowers [...] in warm sunshine we strolled, tying garlands and festoons. A great orange tree bearing fruit was our Christmas tree; I was lucky enough to win the best prize, a silver goblet, inscribed 'Christmas Eve in Rome 1833'"".<br> HCA, who had written a song for the occasion, leaves the party early, along with Thorvaldsen, while the remaining guests indulge in liberal amounts of alcohol. HCA comments on this in the diary on 26th January: ""All this compatriotism is not a good thing. They have no real interest in each other, the unifying interest is the inn and the food"".</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),206
T0207,1833,4,1833-12-27,29,,,"<p>Påbegynder <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=401"">Improvisatoren</a>.</em> Læser første kapitel op for digteren Ludvig Bødtcher, der - efter HCAs eget udsagn - begejstres for anslaget til romanen. Regner med at afslutte den med et kapitel om Neapel - som skal skrives i Neapel.</p>","<p>Commences writing <em>Improvisatoren (The Improvisatore, or: Life in Italy)</em>. Reads the first chapter aloud for the poet Ludvig Bødtcher, who - according to HCA - is pleased with the opening pages of the novel. Plans to finish it with a chapter about Naples, written in Naples.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),207
T0208,1833,4,1833-12-31,30,,,"<p>I Zeitung für die elegante Welt præsenteres HCA af sin ungdomsbekendt Fritz Petit i en artikel om dansk litteratur.<br> <br> </p> <hr> <p style=""text-align: right"">Last revision:19.9.2001 Š Johan de Mylius.</p>","<p>In the newspaper ""Zeitung für die elegante Welt"", HCA is introduced by his old friend Fritz Petit, in an article on Danish Literature.</p>",,,,Den store dannelsesrejse,The Great Journey of Personal Development (Bildung),208
T0209,1834,1,1834-01-00,1,Omkring årsskiftet,Around the time of New Year,"<p>Omkring årsskiftet bliver HCA slået helt ud på grund af en alt andet end skånsom brevkritik og offentlig kritik hjemmefra af hans <em>Agnete</em>. Navnlig rystes han af breve fra Jonas og Edvard Collin,</p> <blockquote>""hiint med Formaninger, dette i en saa haard, belærende Tone fuldt af Lidenskab. Han [Edvard] meldte mig min Æres Død. Agnete var til Fortvivlelse vanskabt, et sammensmuurt maadeligt Arbeide. Det rystede min Sjæl saa dybt, jeg blev saaledes overvældet at al min Følelse forgik, min Tro paa Gud og Mennesker. Brevet bragte mig til Fortvivlelse""<br> (dagbogen d. 6. januar).</blockquote> <p>Både Bødtcher og Hertz trøster og opmuntrer ham, Hertz endda med anerkendelse af ""mine Skildringer af Naturen, hvor mit Gemyt eiendommeligt aabenbarede sig"" (dagbogen d. 7. januar).<br> Han opsøger Thorvaldsen, der - helt symbolsk - er midt i arbejdet med et basrelief, der forestiller ""Retfærdigheden paa sin rullende Vogn"". Thorvaldsen lægger trøstende sin hånd, der er oversmurt med ler, på HCAs skulder og formaner ham til ikke at lade sig røre af uvidende kritik:</p> <blockquote>""Føl Deres egen Kraft, lad Dem ikke lede af Mængdens Dom og gaae roligt fremad""<br> (dagbogen d. 8. januar).</blockquote>","<p>Around the time of New Year, HCA feels very much like a failure. This is due to the heavy criticism, both by correspondence and in public spheres, directed at his work, Agnete. He is especially disturbed by letters from Jonas and Edvard Collin,</p> <blockquote> <p>""admonishing, in a harsh and patronising tone, filled with temper. He [Edvard] informed me that my honour was now tainted. Agnete was disastrously misshapen, a mediocre mishmash. This shook my soul deeply, I was so overwhelmed that all my emotions were in turmoil, my belief in God and man. The letter caused me to despair deeply.""<br> (the diary, 6th January)</p> </blockquote> <p>Both Bødtcher and Hertz try to console and cheer him up. Hertz even with recognition of ""my descriptions of nature, where my humour is characteristically exposed"" (the diary, 7th January). He also visits Thorvaldsen, who, quite symbolically, is working on a bas-relief depicting ""Justice on its wagon"". Thorvaldsen consolingly places his hand, which is covered with clay, on HCA's shoulder, and instructs him to take no notice of ignorant criticism:</p> <blockquote> <p>""Feel the strength within you, do not be led by the opinion of the masses, but move calmly onwards""<br> (The diary, 8th January).</p> </blockquote>",Dannelsesrejsen fortsat,The Journey cont.,fortsat,Dannelsesrejsen fortsat,The Journey Continues,209
T1480,1834,,1834-00-00,2,Dette år,This year,"<p>Dette år føres reskriptet af 1831 om rådgivende stænderforsamlinger ud i livet. Stemningerne omkring denne politiske nyskabelse genspejles i romanen <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=402"">O.T.</a></em> fra 1836.</p>","In this year, the royal ordinance of 1831 regarding advisory assemblies of the Estates of the Realm is put into effect. The atmosphere resulting from this political innovation is reflected in the novel O.T. from 1836.",,,,Dannelsesrejsen fortsat,The Journey Continues,1480
T0210,1834,1,1834-01-04,3,4. - 6. januar,4th - 6th January,"<p>HCA males af Albert Küchler (""det kommer vist ypperligt til at ligne"", dagbogen). Da billedet hen mod d. 20. er færdigt, forærer Küchler det til HCA.<br> HCA bliver helt underligt til mode, da en ung model på 16 år kommer hen i atelieret med sin mor, for at Küchler kan ""see hvorledes hendes Bryst saae ud"". Da moderen</p> <blockquote>""blottede hende, følte jeg mit hele Legeme bæve. Kykler saae at jeg blev bleeg og spurgte mig om jeg fik ondt""<br> (dagbogen af 6. januar).</blockquote>","<p>HCA is painted by Albert Küchler (""it seems to be quite a good likeness"", the diary). When the painting is finished not long before the 20th, Küchler gives it to HCA.<br> HCA feels rather ill at ease when a young 16 year-old model appears at the painter's studio with her mother, so that Küchler may ""check the appearance of her chest"". When the mother;</p> <blockquote> <p>""exposed her, I felt my whole body quiver. Küchler noticed that I grew pale, and asked me if I was quite well""<br> (the diary, 6th january).</p> </blockquote>",,,,Dannelsesrejsen fortsat,The Journey Continues,210
T0211,1834,1,1834-01-31,4,,31st january,<p>Küchler tegner HCA til eget brug.</p>,<p>Küchler draws HCA for private use.</p>,Neapel,Naples,neapel,Dannelsesrejsen fortsat,The Journey Continues,211
T0212,1834,1,1834-02-12,5,,,<p>Rejser med Hertz o.a. til Neapel.</p>,<p>Travels with Hertz and others to Naples.</p>,,,,Dannelsesrejsen fortsat,The Journey Continues,212
T0213,1834,1,1834-02-16,6,,,"<p>Ankomst til Neapel. Opholdet i Neapel bliver bl.a. en konfrontation med en side af sig selv, som HCA ikke turde give efter for: sanseligheden, der møder ham som daglig fristelse, idet han ofte på gaden får tilbudt prostituerede drenge og piger. Åndeligt talt går han i denne tid på en tynd skorpe over den glødende lava.</p>","<p>Arrival in Naples. Whilst here, HCA is confronted with a side of his personality which he dared not acknowledge: his sensuality, which becomes a daily temptation, as he is often offered both boy and girl prostitutes on the streets. Spiritually speaking, at this time he is treading on the thin crust above the glowing lava.</p>",,,,Dannelsesrejsen fortsat,The Journey Continues,213
T0214,1834,1,1834-02-23,7,,,"<p>Hører i teatret San Carlo den berømte sangerinde Malibran i Bellinis <em>Norma</em> og i et par andre operaer. Indtryk herfra går igen i skildringen af Annunziata i <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=401"">Improvisatoren</a>.</em> Med formuleringer, der både siger noget om HCAs kunstsyn og konkret peger frem mod ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=54"">Otte og tyvende Aften</a>"" i Billedbog uden Billeder, siger HCA om Malibran (i brev af 18. marts til Signe Læssøe):</p> <blockquote>""Det er ikke en af disse glimrende Stemmer, der frappere, men derimod et heelt Hjerte af Toner, hvilket er mig langt Mere værdt. Det var mig, som hørte jeg en Svane snart slaae med Vingerne mod de høie Ætherstrømme, snart dykke ned i det dybe Hav og kløve den hule Brænding, idet dens bristende Hjerte henblødte i Toner"".</blockquote>","<p>At the theatre San Carlo, he hears Malibran, the famous singer, in Bellini's Norma and in a few other operas. Impressions from this experience are reflected in the description of Annunziata in Improvisatoren (The Improvisatore). Using terms which not only disclose HCA's view on art but are also a forerunner of ""Otte og tyvende aften""(The Twenty-eighth Evening) in ""Billedbog uden Billeder""(Picture Book without Pictures), HCA says of Malibran (in a letter dated 18th March to Signe Læssøe):</p> <blockquote> <p>""Hers is not one of those fine voices that surprise, but rather a heart full of tones, which to me is far more worthy. It was as if I was listening to a swan, now beating its wings against streams of air, high in the sky, then diving down into the deep ocean and crushing the hollow breakers, whilst its breaking heart bled with tones"".</p> </blockquote>",,,,Dannelsesrejsen fortsat,The Journey Continues,214
T0215,1834,1,1834-02-24,8,,,"<p>I Herculanum, bestigning af Vesuv. Rider op til den næstøverste kegle og går så sammen med Hertz opad en times tid gennem aske til knæene. For at se den nye ildstrøm må de ud på skorpen over ildstrømmen fra dagen før:</p> <blockquote>""Det var rædselsfuldt [dvs. gruopvækkende]. Skorpen brændte os gjennem Støvlerne, saa vi knap kunde holde det ud, og flere Steder var der Spalter, uhyre lange, som vi maatte over, og i disse saae vi kun den røde Ild; var Skorpen bristet, vare vi sunkne i et Ildhav. En Alen fra os bruste som et Vandfald den røde Lava ned ad Bjerget. Ild og store Stene fløi fra Krateret og rislede ned ad Keglen. Svovldampen faldt qvælende for Brystet, og da Jorden brændte under os, kunde vi kun staae der 2 Minutter; jeg følte, mit Liv var i Guds Haand, og svimlede af Henrykkelse"".<br>(tilføjelse dateret 25. februar i et brev til Henriette Wulff)</blockquote>","<p>Climbs Vesuvius at Herculanum. HCA and Hertz ride up to the second largest cone and then walk upwards for about an hour, with ashes up to their knees. In order to see the new torrent of fire, they have to venture out on the crust covering the lava from the day before:</p> <blockquote> It was horrifying. We felt the crust burning right through our boots, it was almost unbearable, and in many places there were cracks, frightfully long, which we had to cross, and within these we saw nothing but red fire; had the crust disintegrated, we would have drowned in a sea of fire. Two feet away from us, the red lava spouted like a waterfall and flowed down the mountain. Fire and great stones flew from the crater and drizzled down the cone. The sulphurous steam was suffocating and with the earth burning beneath our feet, we could only stand still for 2 minutes; my life was in the hands of God and I felt exhilarated<br>(addition dated 25 February in a letter for Henriette Wulff) </blockquote>",,,,Dannelsesrejsen fortsat,The Journey Continues,215
T0216,1834,1,1834-03-03,9,3. - 15. marts,3rd - 15th March,"<p>Udflugter, bl.a. til Pompeji, Paestum, den nyligt opdagede Blå Grotte (6. marts) og Tiberius' villa.</p>","<p>Expeditions, e.g. to Pompeii, Paestum, the recently discovered Blue Grotto (6th March) and the villa of Tiberius.</p>",,,,Dannelsesrejsen fortsat,The Journey Continues,216
T0217,1834,1,1834-03-20,10,,,"<p>Fra Neapel tilbage til Rom, hvor HCA er i påsken.</p>","<p>From Naples back to Rome, where HCA spends Easter.</p>",,,,Dannelsesrejsen fortsat,The Journey Continues,217
T0218,1834,2,1834-04-01,11,,,"<p>Afrejse fra Rom. Over Firenze, Bologna, Padova til Venedig (hvor han er 20.-22. april). Sine indtryk af Italien sammenfatter HCA i et brev til Signe Læssøe, skrevet d. 8. april i Firenze:</p> <blockquote>""Her kunde Hjertet drømme, kom der ingen kolde Storme fra Norden. Her er Havet en Guds Himmel, Skyerne en Phantasie af Farver, Luften en Gudernes Drik, Jorden koger Druer, Billeder smile fra Husenes Vægge, Byer staae op fra de Døde, man lever i den fjerne Old og med sin Nutid, og hver Marmor-Gud er en Vola [vølve], der forkynder den kommende Tids Skjæbne. Her er Phantasiens Hjem; Norden er jo rigtignok Forstandens; men da jeg jo er en Phantast, saa føler jeg mig kun hjemme i mit egentlige Fædreneland. Jeg frygter usigeligt for at komme til Kjøbenhavn, jeg forudseer Alt og veed, hvorledes jeg vil bære det; jeg er ikke længer Barnet, som før. Men hvad der engang staaer paa Brættet, maa opfyldes, jeg maa jo gaae min Skjæbne i Møde"".</blockquote> <p>I samme brev er HCA inde på, at det ikke nytter at spekulere på forelskelse:</p> <blockquote>""De veed jo nok, hvor styg jeg er, hvor fattig jeg altid bliver [dvs. forbliver], og disse Ting see Alle paa, hvem Hjertet end vælger, og det er meget fornuftigt"".</blockquote> <p>Og HCA fører emnet videre over på en blanding af æstetik og personligt liv:</p> <blockquote>""Ørsted siger, at hans og min æsthetiske Religion ere høist forskjellige; jeg griber Verdens Dissonantser, medens han vil, at Digteren skal søge Harmonien; men næsten troer jeg, at jeg selv er Dissonants i denne Verden; der er faldent for mange Taarer paa min Kjærligheds Stræng, til at den kan bringe Harmoni og jeg kan opnaae, hvad jeg stræbte efter. De forstaaer mig nok ikke, men tydeligere tør jeg ikke tale"".</blockquote> <p>Videre over Padova og Verona til Trient. Over Brenner til Innsbruck, herfra til München.</p>","<p>Departure from Rome. Via Florence, Bologna, Padova to Venice (where he remains from 20th - 22nd April). HCA sums up his impressions of Italy in a letter to Signe Læssøe, written 8th April in Florence:</p> <blockquote> <p>""The heart could dream here, when icy storms remain in the North. Here, the sea is like a sky for a god, the clouds are a fantasy of colours, the air is the nectar of gods, grapes are ripened by the earth, pictures smile from the walls of houses, towns wake from the dead, one lives in the distant past, accompanied by the present, and every marble god is a volva [clairvoyant woman in Norse mythology], heralding the fate of the future. Here is the home of imagination; the North is of course the home of reason; but as I really am a visionary, I only feel at home in my true native land. I have an unspeakable fear of being in Copenhagen again, I can foresee everything and know how I will react; I am no longer the child I was. But the writing is on the wall and I must, after all, fulfil my destiny"".</p> </blockquote> <p>In the same letter, HCA mentions the futility of worrying about affairs of the heart:</p> <blockquote> <p>""After all, you of course know that I am not a handsome man, and shall always be poor, and these are matters of concern to any person, no matter who their heart longs for, and that is sensible enough"".</p> </blockquote> <p>HCA continues on this subject, relating it to a mixture of aesthetics and personal life:</p> <blockquote> <p>""Ørsted says that his and my aesthetics are very different; while I grasp at the dissonance of the world, he feels the poet should seek harmony; but I am almost sure that I myself am a part of the world's dissonance; I have shed too many tears of heartache to feel harmony or achieve that which I strove for. You probably do not understand, but I dare not speak more frankly"".</p> </blockquote> <p>Further via Padova and Verona to Trient. Via Brenner to Innsbruck and from here to Munich.</p> <p> </p>",Fra München og hjem,From Munich and Home,hjem,Dannelsesrejsen fortsat,The Journey Continues,218
